2	3	Reménytelenség	Nem bukhat el gyáván (férfiatlanul) egy oly nagy *harcos*, mint te, ó Pártha! Ez nem *méltó* hozzád! Rázd le magadról a *szív* kicsinyes *gyöngeségeit*! Serkenj fel a *harcra* Parantapa (Ellenség ostora)!
2	7	Zavarodottság	Most *zavarban* vagyok a saját *kötelességemet*, Dharmámat illetően, s *gyengeségem* miatt elvesztettem a *lélekjelenlétemet*. Meghódolt *tanítványként* kérek *menedéket* Tőled, kérlek, *oktass* engem a *cselekvés* helyes módját illetően!	kārpaṇya-doṣopahata-svabhāvaḥ
 pṛcchāmi tvāṁ dharma-sammūḍha-cetāḥ
 yac chreyaḥ syān niścitaṁ brūhi tan me
 śiṣyas te ‘haṁ śādhi māṁ tvāṁ prapannam
2	11	Reménytelenség, Halál	A Magasztos Úr szólt: A ‘*Védikus* tudás szavaival szólsz, mégis oly dolgok fölött *bánkódsz*, melyek fölött nem volna *szabad*. Aki valóban *bölcs*, az nem *kesereg* sem *élő*, sem *halott* felett.	śrī-bhagavān uvāca aśocyān anvaśocas tvaṁ    prajñā-vādāṁś ca bhāṣase gatāsūn agatāsūṁś ca     nānuśocanti paṇḍitāḥ
